状态栈后10个                                           符号栈后10个                                           输入前10个                                            动作                                                
0 1 6 14 44 182 397                               stmts id2 = expr >= factor                        ; g2 = 3 >= 3 h = 2 <=                            (397,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(182,unary)→394
0 1 6 14 44 182 394                               stmts id2 = expr >= unary                         ; g2 = 3 >= 3 h = 2 <=                            (394,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(182,term)→393
0 1 6 14 44 182 393                               stmts id2 = expr >= term                          ; g2 = 3 >= 3 h = 2 <=                            (393,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(182,expr)→422
0 1 6 14 44 182 422                               stmts id2 = expr >= expr                          ; g2 = 3 >= 3 h = 2 <=                            (422,;)→r24：根据rel→expr >= expr归约：将状态栈和符号栈都出栈3个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   ; g2 = 3 >= 3 h = 2 <=                            (43,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              ; g2 = 3 >= 3 h = 2 <=                            (42,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  ; g2 = 3 >= 3 h = 2 <=                            (41,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  ; g2 = 3 >= 3 h = 2 <=                            (39,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    ; g2 = 3 >= 3 h = 2 <=                            (37,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           ; g2 = 3 >= 3 h = 2 <=                            (3,;)→s9
0 1 3 9                                           stmts s ;                                         g2 = 3 >= 3 h = 2 <= 1                            (9,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        g2 = 3 >= 3 h = 2 <= 1                            (2,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             g2 = 3 >= 3 h = 2 <= 1                            (1,id)→s7
0 1 7                                             stmts id                                          = 3 >= 3 h = 2 <= 1 ;                             (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1,id2)→6
0 1 6                                             stmts id2                                         = 3 >= 3 h = 2 <= 1 ;                             (6,=)→s14
0 1 6 14                                          stmts id2 =                                       3 >= 3 h = 2 <= 1 ; h2                            (14,num)→s53
0 1 6 14 53                                       stmts id2 = num                                   >= 3 h = 2 <= 1 ; h2 =                            (53,>=)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                >= 3 h = 2 <= 1 ; h2 =                            (49,>=)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 >= 3 h = 2 <= 1 ; h2 =                            (46,>=)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  >= 3 h = 2 <= 1 ; h2 =                            (45,>=)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  >= 3 h = 2 <= 1 ; h2 =                            (44,>=)→s182
0 1 6 14 44 182                                   stmts id2 = expr >=                               3 h = 2 <= 1 ; h2 = 0                             (182,num)→s402
0 1 6 14 44 182 402                               stmts id2 = expr >= num                           h = 2 <= 1 ; h2 = 0 <=                            (402,id)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(182,factor)→397
0 1 6 14 44 182 397                               stmts id2 = expr >= factor                        h = 2 <= 1 ; h2 = 0 <=                            (397,id)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(182,unary)→394
0 1 6 14 44 182 394                               stmts id2 = expr >= unary                         h = 2 <= 1 ; h2 = 0 <=                            (394,id)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(182,term)→393
0 1 6 14 44 182 393                               stmts id2 = expr >= term                          h = 2 <= 1 ; h2 = 0 <=                            (393,id)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(182,expr)→422
0 1 6 14 44 182 422                               stmts id2 = expr >= expr                          h = 2 <= 1 ; h2 = 0 <=                            (422,id)→r24：根据rel→expr >= expr归约：将状态栈和符号栈都出栈3个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   h = 2 <= 1 ; h2 = 0 <=                            (43,id)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              h = 2 <= 1 ; h2 = 0 <=                            (42,id)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  h = 2 <= 1 ; h2 = 0 <=                            (41,id)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  h = 2 <= 1 ; h2 = 0 <=                            (39,id)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    h = 2 <= 1 ; h2 = 0 <=                            (37,id)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           h = 2 <= 1 ; h2 = 0 <=                            (3,id)→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        h = 2 <= 1 ; h2 = 0 <=                            (2,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             h = 2 <= 1 ; h2 = 0 <=                            (1,id)→s7
0 1 7                                             stmts id                                          = 2 <= 1 ; h2 = 0 <= 0                            (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1,id2)→6
0 1 6                                             stmts id2                                         = 2 <= 1 ; h2 = 0 <= 0                            (6,=)→s14
0 1 6 14                                          stmts id2 =                                       2 <= 1 ; h2 = 0 <= 0 $                            (14,num)→s53
0 1 6 14 53                                       stmts id2 = num                                   <= 1 ; h2 = 0 <= 0 $                              (53,<=)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                <= 1 ; h2 = 0 <= 0 $                              (49,<=)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 <= 1 ; h2 = 0 <= 0 $                              (46,<=)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  <= 1 ; h2 = 0 <= 0 $                              (45,<=)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  <= 1 ; h2 = 0 <= 0 $                              (44,<=)→s181
0 1 6 14 44 181                                   stmts id2 = expr <=                               1 ; h2 = 0 <= 0 $                                 (181,num)→s402
0 1 6 14 44 181 402                               stmts id2 = expr <= num                           ; h2 = 0 <= 0 $                                   (402,;)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(181,factor)→397
0 1 6 14 44 181 397                               stmts id2 = expr <= factor                        ; h2 = 0 <= 0 $                                   (397,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(181,unary)→394
0 1 6 14 44 181 394                               stmts id2 = expr <= unary                         ; h2 = 0 <= 0 $                                   (394,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(181,term)→393
0 1 6 14 44 181 393                               stmts id2 = expr <= term                          ; h2 = 0 <= 0 $                                   (393,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(181,expr)→421
0 1 6 14 44 181 421                               stmts id2 = expr <= expr                          ; h2 = 0 <= 0 $                                   (421,;)→r23：根据rel→expr <= expr归约：将状态栈和符号栈都出栈3个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   ; h2 = 0 <= 0 $                                   (43,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              ; h2 = 0 <= 0 $                                   (42,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  ; h2 = 0 <= 0 $                                   (41,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  ; h2 = 0 <= 0 $                                   (39,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    ; h2 = 0 <= 0 $                                   (37,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           ; h2 = 0 <= 0 $                                   (3,;)→s9
0 1 3 9                                           stmts s ;                                         h2 = 0 <= 0 $                                     (9,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        h2 = 0 <= 0 $                                     (2,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             h2 = 0 <= 0 $                                     (1,id)→s7
0 1 7                                             stmts id                                          = 0 <= 0 $                                        (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1,id2)→6
0 1 6                                             stmts id2                                         = 0 <= 0 $                                        (6,=)→s14
0 1 6 14                                          stmts id2 =                                       0 <= 0 $                                          (14,num)→s53
0 1 6 14 53                                       stmts id2 = num                                   <= 0 $                                            (53,<=)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                <= 0 $                                            (49,<=)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 <= 0 $                                            (46,<=)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  <= 0 $                                            (45,<=)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  <= 0 $                                            (44,<=)→s181
0 1 6 14 44 181                                   stmts id2 = expr <=                               0 $                                               (181,num)→s402
0 1 6 14 44 181 402                               stmts id2 = expr <= num                           $                                                 (402,$)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(181,factor)→397
0 1 6 14 44 181 397                               stmts id2 = expr <= factor                        $                                                 (397,$)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(181,unary)→394
0 1 6 14 44 181 394                               stmts id2 = expr <= unary                         $                                                 (394,$)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(181,term)→393
0 1 6 14 44 181 393                               stmts id2 = expr <= term                          $                                                 (393,$)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(181,expr)→421
0 1 6 14 44 181 421                               stmts id2 = expr <= expr                          $                                                 (421,$)→r23：根据rel→expr <= expr归约：将状态栈和符号栈都出栈3个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   $                                                 (43,$)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              $                                                 (42,$)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  $                                                 (41,$)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  $                                                 (39,$)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    $                                                 (37,$)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           $                                                 (3,$)→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        $                                                 (2,$)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             $                                                 
